Player,height,weight,collage,born,birth_city,birth_state,Num_of_Seasons,Num_of_Pos,Avg_Age,Num_of_Tms,Avg_Games,Avg_GS,Avg_MP,Avg_PER,Avg_TS%,Avg_3PAr,Avg_FTr,Avg_ORB%,Avg_DRB%,Avg_TRB%,Avg_AST%,Avg_STL%,Avg_BLK%,Avg_TOV%,Avg_USG%,Avg_OWS,Avg_DWS,Avg_WS,Avg_WS/48,Avg_OBPM,Avg_DBPM,Avg_BMP,Avg_VORP,Avg_FG,Avg_FGA,Avg_FG%,Avg_3P,Avg_3PA,Avg_3P%,Avg_2P,Avg_2PA,Avg_2P%,Avg_eFG%,Avg_FT,Avg_FTA,Avg_FT%,Avg_ORB,Avg_DRB,Avg_TRB,Avg_AST,Avg_STL,Avg_BLK,Avg_TOV,Avg_PF,Avg_PTS
"Perry Warbington",188,74,"Georgia Southern University",1952,Atlabta,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stan Washington",193,86,"University of San Diego",1952,Washington,"District of Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owen Wells",201,90,"University of Detroit Mercy",1950,Providence,"Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerome Anderson",196,88,"West Virginia University",1953,Mullens,"West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Baskerville",201,86,"Temple University",1951,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Bigelow",201,97,"University of Pennsylvania",1953,Boston,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Carlson",211,106,"University of Oregon",1951,Oceanside,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Creighton",203,90,"University of Colorado",1950,Billings,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Henry Dickerson",193,86,"University of Charleston",1951,Berkley,"West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Fogle",196,92,"Canisius College",1953,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Kropp",190,92,"University of Nebraska at Kearney",1953,"Grand Island",Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Lee",190,86,"University of California, Los Angeles",1951,Reseda,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ken Mayfield",188,83,"Tuskegee University",1948,Chicago,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ed Searcy",198,95,"St. John's University",1952,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gene Short",198,90,"Jackson State University",1953,Macon,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terry Thomas",203,99,"University of Detroit Mercy",1953,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rudy White",188,88,"Arizona State University",1953,"Silver City","New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norton Barnhill",193,92,"Washington State University",1953,Winston-Salem,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Byron Beck",206,102,"University of Denver",1945,Ellensburg,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cornelius Cash",203,97,"Bowling Green State University",1952,Macon,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norm Cook",203,95,"University of Kansas",1955,Chicago,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mel Daniels*",206,99,"University of New Mexico",1944,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darrell Elston",193,86,"University of North Carolina",1952,Tipton,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Butch Feher",193,83,"Vanderbilt University",1954,Flint,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rudy Hackett",206,95,"Syracuse University",1953,"Mount Vernon","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Karl",190,83,"University of North Carolina",1952,"Penn Hills",Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goo Kennedy",196,92,"Texas Christian University",1949,Charlotte,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen Murphy",196,86,"University of Louisville",1952,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Pace",208,99,"Coppin State University",1953,"New Brunswick","New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marv Roberts",203,90,"Utah State University",1950,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Rogers",185,86,"University of Texas-Pan American",1953,"St. Louis",Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phil Sellers",193,88,"Rutgers University",1953,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith Starr",198,86,"University of Pittsburgh",1954,Sewickley,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monte Towe",170,68,"North Carolina State University",1953,Marion,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andy Walker",193,86,"Niagara University",1955,"Long Island City","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Henry Ward",193,88,"Jackson State University",1952,Jackson,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuckie Williams",183,74,"Seattle University",1943,"Colorado Springs",Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phil Bond",188,79,"University of Louisville",1954,Louisville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Bostic",201,102,"New Mexico State University",1953,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayman Britt",188,83,"University of Michigan",1952,"Wilson Mills","North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wesley Cox",198,97,"University of Louisville",1955,Louisville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Crow",201,95,"Duke University",1954,"Edwards AFB",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacky Dorsey",201,104,"University of Georgia",1954,Atlanta,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Fleming",201,97,"University of Arizona",1954,Chicago,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Griffin",201,86,"Idaho State University",1952,Cleveland,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rich Laurel",198,86,"Hofstra University",1954,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Moffett",203,95,"University of Nevada, Las Vegas",1954,Mobile,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glenn Mosley",203,88,"Seton Hall University",1955,Newark,"New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eddie Owens",201,95,"University of Nevada, Las Vegas",1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott Sims",185,77,"University of Missouri",1955,Kirksville,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phil Walker",190,81,"Millersville University of Pennsylvania",1956,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kim Anderson",201,90,"University of Missouri",1955,Sedalia,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dennis Boyd",185,79,"University of Detroit Mercy",1954,Portsmouth,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Bunch",198,86,"California State University, Fullerton",1956,"San Bernardino",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ron Carter",196,86,"Virginia Military Institute",1956,Pittsburgh,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geoff Crompton",211,127,"University of North Carolina",1955,Burlington,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harry Davis",201,99,"Florida State University",1956,Cleveland,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ray Epps",198,88,"Norfolk State University",1956,Amelia,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lars Hansen",208,102,"University of Washington",1954,Copenhagen,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Essie Hollis",198,88,"St. Bonaventure University",1955,Erie,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Otis Howard",201,99,"Austin Peay State University",1956,"Oak Ridge",Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Olive",201,95,"Villanova University",1955,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackie Robinson",198,95,"University of Nevada, Las Vegas",1955,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sam Smith",201,104,"Kentucky Wesleyan College",1944,Hazard,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lawrence Boston",203,102,"University of Maryland",1956,Cleveland,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Coughran",201,102,"University of California",1951,Pittsburg,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terry Crosby",193,88,"University of Tennessee",1957,Toledo,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greg Deane",193,86,"University of Utah",1957,Tulare,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earl Evans",203,91,"University of Nevada, Las Vegas",1955,"Port Arthur",Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad Holland",190,81,"University of California, Los Angeles",1956,Billings,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese Johnson",183,77,"University of California",1949,"Corpus Christi",Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Irv Kiffin",206,102,"Oklahoma Baptist University",1951,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl Kilpatrick",208,104,"University of Louisiana at Monroe",1956,Bastrop,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arvid Kramer",206,99,"Augustana College (SD)",1956,Fulda,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sylvester Norris",211,99,"Jackson State University",1957,Jackson,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernard Toone",206,95,"Marquette University",1956,Yonkers,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bubba Wilson",190,79,"Western Carolina University",1955,Gastonia,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Zeno",203,95,"Arizona State University",1957,"New Orleans",Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darrell Allums",206,99,"University of California, Los Angeles",1958,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norman Black",196,83,"Saint Joseph's University",1957,Baltimore,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Britton",193,81,"Texas A&M University",1958,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis Brown",190,86,"University of Wyoming",1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Art Collins",193,83,"St. Thomas University",1954,Sandersville,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monti Davis",201,92,"Tennessee State University",1958,Warren,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Drollinger",218,113,"University of California, Los Angeles",1954,"La Mesa",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Fuller",193,81,"Pepperdine University",1958,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alan Hardy",201,88,"University of Michigan",1957,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Jackson",193,90,"St. John's University",1942,Brooklyn,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee Johnson",211,92,"East Texas State University",1957,Plummerville,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walter Jordan",201,89,"Purdue University",1956,Perry,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clarence Kea",198,98,"Lamar University",1959,Wilmington,"North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayne Kreklow",193,79,"Drake University",1957,Neenah,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edmund Lawrence",213,103,"McNeese State University",1952,"Lake Charles",Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill Mayfield",201,92,"University of Iowa",1957,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith McCord",201,95,"University of Alabama at Birmingham",1957,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dick Miller",198,97,"University of Toledo",1958,Milwaukee,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenny Natt",190,83,"University of Louisiana at Monroe",1958,Monroe,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Niles",198,102,"California State University, Fullerton",1955,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myles Patrick",203,99,"Auburn University",1954,Macon,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Price",198,86,"University of Pennsylvania",1957,Bronx,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wally Rank",198,99,"San Jose State University",1958,"Fort Ord",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James Ray",203,97,"Jacksonville University",1957,"New Orleans",Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeWayne Scales",203,94,"Louisiana State University",1958,Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Stroud",201,97,"University of Mississippi",1957,"New Albany",Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ronnie Valentine",201,95,"Old Dominion University",1957,Norfolk,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brett Vroman",213,99,"University of Nevada, Las Vegas",1955,Hollywood,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl Bailey",213,95,"Tuskegee University",1958,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alex Bradley",198,86,"Texas Southern University",1953,Utica,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roger Burkman",196,79,"University of Louisville",1958,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Burns",188,81,"Saint Louis University",1958,Dallas,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobby Cattage",206,113,"Auburn University",1958,Huntsville,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mickey Dillard",190,77,"Florida State University",1958,Hollywood,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craig Dykema",203,86,"California State University, Long Beach",1959,Lakewood,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glenn Hagan",183,77,"St. Bonaventure University",1955,Sanford,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clay Johnson",208,108,"Florida Agricultural and Mechanical University",1956,Monticello,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rock Lee",193,87,"University of Oregon",1952,Boston,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John McCullough",193,86,"University of Oklahoma",1956,Lima,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Radford",193,86,"Oregon State University",1959,Tacoma,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garry Witts",201,86,"College of the Holy Cross",1959,Elizabeth,"New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Howard Wood",201,106,"University of Tennessee",1959,Southhampton,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rich Yonakor",206,99,"University of North Carolina",1958,Euclid,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dwight Anderson",190,83,"University of Southern California",1960,Dayton,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chubby Cox",188,81,"University of San Francisco",1955,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Engler",211,111,"University of Wyoming",1959,Stillwater,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Greig",201,97,"University of Oregon",1961,Sacramento,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Johnstone",211,111,"Wake Forest University",1960,"New Canaan",Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hutch Jones",203,86,"Vanderbilt University",1959,Buffalo,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Lingenfelter",206,102,"South Dakota State University",1958,"Eau Claire",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dave Magley",203,91,"University of Kansas",1959,"South Bend",Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guy Morgan",203,92,"Wake Forest University",1960,"Virginia Beach",Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuck Nevitt",226,98,"North Carolina State University",1959,Cortez,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eddie Phillips",201,102,"University of Alabama",1961,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oliver Robinson",193,81,"University of Alabama at Birmingham",1960,Birmingham,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vince Taylor",196,81,"Duke University",1960,Lexington,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rickey Williams",185,79,"California State University, Long Beach",1957,Buffalo,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Zoet",216,108,"Kent State University",1953,Uxbridge,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ken Austin",206,92,"Rice University",1961,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leroy Combs",203,95,"Oklahoma State University",1961,"Oklahoma City",Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russell Cross",208,97,"Purdue University",1961,Chicago,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Garris",203,92,"Boston College",1959,Bridgeport,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Gibson",208,92,"University of South Carolina Upstate",1960,"Williamsburg County","South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Jones",206,102,"Albany State University",1953,McGhee,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruce Kuczenski",208,104,"University of Connecticut",1961,Bristol,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Darrell Lockhart",206,111,"Auburn University",1960,Thomaston,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bob Miller",208,104,"University of Cincinnati",1956,Louisville,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Pinone",203,104,"Villanova University",1961,Hartford,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Piotrowski",216,108,"La Salle University",1960,"West Chester",Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leo Rautins",203,97,"Syracuse University",1960,Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dane Suttle",190,86,"Pepperdine University",1961,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brant Weidner",206,104,"College of William & Mary",1960,Orefield,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steve Burtt",188,83,"Iona College",1962,"New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenton Edelin",203,92,"University of Virginia",1962,Heidelburg,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Butch Graves",190,90,"Yale University",1962,Scarsdale,"New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Jackson",188,86,"University of California, Los Angeles",1962,"Los Angeles",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earl Jones",213,95,"University of the District of Columbia",1961,"Oak Hill","West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jay Murphy",206,99,"Boston College",1962,Meriden,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Pope",201,99,"Norfolk State University",1962,"Newport News",Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wayne Sappleton",206,97,"Loyola University of Chicago",1960,Kingston,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tom Scheffler",211,108,"Purdue University",1954,"St. Joseph",Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
